Original Text,Extracted Laws
"1. 범죄사실에 대한 해당법조
도로교통법  제148조의2  제1항  제1호,  제44조  제1항(음주운전의  점),  도로교통법  제152조 제1호, 제43조(무면허운전의 점), 각 징역형 선택
1. 경합범처리
형법 제37조 후단, 제39조 제1항
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 작량감경
형법 제53조, 제55조 제1항 제3호(깊이 반성하고 있는 점 등 참작)
무죄부분
1. 공소사실
피고인은 2012. 12. 17. 20:10경 양산시에 있는 ‘00보쌈’ 식당 주차장에서, 자동차운전면허를 발급받지 아니하고 00-0000호 1톤 봉고 화물차를 운전하였다.","도로교통법 148조, 도로교통법 152조 제1호, 형법 37조, 형법 53조"
"1. 범죄사실에 대한 해당법조 및 형의 선택
가. 피고인 A : 각 형법 제347조 제1항(징역형 선택)
나. 피고인 B : 형법 제231조(사문서위조의 점), 형법 제234조, 제231조(위조사문서
행사의 점), 각 벌금형 선택
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 노역장유치
피고인 B: 형법 제70조, 제69조 제2항
1. 가납명령
피고인 B: 형사소송법 제334조 제1항
양형 이유
피고인 A : 피고인은 보험금을 편취할 목적으로 단기간에 여러 개의 보험 상품에 집중적으로 가입하고, 상당히 장기간에 걸쳐 입원치료를 받으며 보험금을 편취하였다. 편취한 보험금도 3억 원에 달한다. 그럼에도 피고인은 정당하게 입원하여 치료를 받았다고주장하면서 자신의 범행을 부인하고 있다. 위와 같은 사정을 고려하면 피고인에 대하여 엄한 처벌이 불가피하다. 다만 편취한 보험금에는 실제 치료에 들어간 비용도 일부포함되어 있는 점 등을 고려하여 주문과 같이 형을 정한다.","형법 231조, 형법 234조, 형법 347조 제1항, 형법 37조, 형법 70조, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조
형법  제137조(위계공무집행방해의  점),  제136조  제1항(공무집행방해의  점),  폭력행위 등 처벌에 관한 법률 제7조(흉기 휴대의 점), 각 징역형 선택
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 몰수
형법 제48조 제1항 제1호","형법 137조, 형법 37조, 형법 48조 제1항 제1호"
"1. 범죄사실에 대한 해당법조 및 형의 선택
가. 피고인 A : 특정범죄 가중처벌 등에 관한 법률 제5조의3 제1항 제2호, 형법 제268조(업무상과실치사 후 도주의 점, 징역형 선택), 자동차손해배상보장법 제46조 제2항 제2호, 제8조(의무보험 미가입 자동차 운행의 점, 징역형 선택)
나. 피고인 B : 특정범죄 가중처벌 등에 관한 법률 제5조의4 제1항 제1호, 형법 제268조(유기징역형 선택)
1. 경합범가중(피고인 A)
형법 제37조 전단, 제38조 제1항 제2호, 제50조[형이 더 무거운 특정범죄가중처벌등에관한법률위반죄에 정한 형에 경합범 가중(위 두 죄의 장기형을 합산한 범위 내에서)]
1. 작량감경(피고인 B)
형법 제53조, 제55조 제1항 제3호(아래 양형이유 중 위 피고인에게 유리한 정상 참작)1. 미결구금일수의 산입(피고인들)
각 형법 제57조
1. 집행유예(피고인들)
각 형법 제62조 제1항(아래 양형이유 중 피고인들에게 유리한 정상 참작)
1. 수강명령(피고인들)
각 형법 제62조의2 제1항
양형이유
1. 피고인 A
위 피고인이 무보험 차량을 운전하다 보행자를 치어 중상을 입힌 점, 1차사고 후 인근 갓길에 차량을 세운 채 지켜보기만 함으로써 치명적인 2차사고를 직접 유발하고도 그대로 현장을 이탈한 점 등에 비추어 그 죄질이 매우 중하며, 위 피고인에게는 폭력·교통범죄 등 범죄전력도 다수 있다. 다만 피해자가 무단횡단을 하여 이 사건 사고를 야기한 측면이 있는 점, 위 피고인이 이 사건 사고 다음 날 스스로 수사기관에 출석하여 자수한 점, 피해자의 유족과 합의한 점, 위 피고인이 장기간 구속되어 있는 동안 누차 재범하지 않을 것임을 다짐하고 있는 점 및 교통범죄에 대한 양형기준을 참작하여 주문과 같이 형을 정한다.
1. 피고인 B
이 사건 2차사고를 내어 피해자를 사망에 이르게 하고도 자신의 신원을 밝히지 않고 현장을 이탈한 범죄로서 그 법정형이 매우 중하다. 그러나 피해자가 1차사고로 인하여 검은 계통의 옷을 입은 채 도로에 쓰러져 있어 미리 식별하기가 어려웠던 점, 1차사고 직후 목격자에 의한 사고신고가 이미 이루어져 있었고 경찰이 출동하는 것까지 확인하였으므로 위 피고인이 그밖에 따로 구호조치를 취할 여지는 많지 않았던 점, 공제조합에 가입되어 있었으며 피해자와 합의한 점, 상당한 기간 동안 구속되어 있었던 점 및 교통범죄에 대한 양형기준 등을 참작하여 주문과 같이 형을 정한다.
울 산 지 방 법 원
사회봉사명령․수강명령대상자의 준수사항
및 보호관찰기간 중 준수사항
사 건 번 호 : 2013고단207
피 고 인 : A
판 결 내 용 : 징역 1년 6월, 집행유예 3년, 수강명령(준법운전강의 40시간)
피고인에게 선고된 보호관찰, 사회봉사명령․수강명령을 명하는 판결이 확정되면 10일 이내에 주소지를 관할하는 보호관찰소에 신고하여야 하고, 피고인은 보호관찰관의지도를 받으며 아래에 적힌 준수사항을 지키고 스스로 건전한 사회인이 되도록 노력하여야 합니다. 아래의 준수사항을 위반하는 때에는 구인될 수 있고, 선고유예가 실효되거나 집행유예가취소될 수 있습니다.
일반 준수사항
1. 주거지에 상주하고 생업에 종사할 것.
2. 범죄로 이어지기 쉬운 나쁜 습관을 버리고 선행을 하며 범죄를 행할 우려가 있는 자들과 교제하거나 어울리지 말 것.
3. 보호관찰관의 지도․감독 및 방문에 순응할 것.
4. 보호관찰관의 집행에 관한 지시에 따를 것
5. 주거를 이전하거나 1월 이상의 국내외 여행을 할 때에는 미리 보호관찰관에게 신고할 것.
판 사 함 윤 식울 산 지 방 법 원
사회봉사명령․수강명령대상자의 준수사항
및 보호관찰기간 중 준수사항
사 건 번 호 : 2013고단207
피 고 인 : B
판 결 내 용 : 징역 2년 6월, 집행유예 3년, 수강명령(준법운전강의 40시간)
피고인에게 선고된 보호관찰, 사회봉사명령․수강명령을 명하는 판결이 확정되면 10일 이내에 주소지를 관할하는 보호관찰소에 신고하여야 하고, 피고인은 보호관찰관의지도를 받으며 아래에 적힌 준수사항을 지키고 스스로 건전한 사회인이 되도록 노력하여야 합니다. 아래의 준수사항을 위반하는 때에는 구인될 수 있고, 선고유예가 실효되거나 집행유예가취소될 수 있습니다.
일반 준수사항
1. 주거지에 상주하고 생업에 종사할 것.
2. 범죄로 이어지기 쉬운 나쁜 습관을 버리고 선행을 하며 범죄를 행할 우려가 있는 자들과 교제하거나 어울리지 말 것.
3. 보호관찰관의 지도․감독 및 방문에 순응할 것.
4. 보호관찰관의 집행에 관한 지시에 따를 것
5. 주거를 이전하거나 1월 이상의 국내외 여행을 할 때에는 미리 보호관찰관에게 신고할 것.
판 사 함 윤 식","자동차손해배상보장법 46조 제2항 제2호, 형법 268조, 형법 37조, 형법 53조, 형법 57조, 형법 62조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조
특정범죄가중처벌등에관한법률 제5조의3 제1항 제1호, 형법 제268조
1. 형의 선택
징역형 선택",형법 268조
"1. 범죄사실에 대한 해당법조 및 형의 선택
도로교통법 제152조 제1호, 제43조(징역형 선택)",도로교통법 152조 제1호
"1. 범죄사실에 대한 해당법조
형법  제231조(사문서위조의  점),  제234조(위조사문서행사의  점),  제347조  제1항(사
기의 점)
1. 형의 선택
징역형 선택
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
이상의 이유로 주문과 같이 판결한다.","형법 231조, 형법 37조"
"1. 범죄사실에 대한 해당법조, 형의 선택
가. 피고인 장A: 도로교통법 제148조의2 제1호, 제44조 제1항, 징역형 선택
나. 피고인 김A1: 형법 제151조 제1항, 징역형 선택
2. 집행유예
각 형법 제62조 제1항(각 아래 양형이유에서 드는 유리한 정상 참작)
3. 사회봉사명령, 수강명령
각 형법 제62조의2
양형이유
1. 피고인들에게 유리한 정상은 다음과 같다.
• 피고인 김A1은 초범이고, 피고인 장A은 금고형 이상의 전과가 없다.
2. 피고인들에게 불리한 정상은 다음과 같다.
• 여러 가지 사정에 비추어 볼 때, 현재까지 자신들의 잘못을 진정으로 뉘우치지 않고 있다.
3. 위와 같은 피고인들에 대한 여러 정상들에다가, 그 밖에 이 사건 범행의 동기, 수단과 결과, 피고인들의 각 연령, 성행, 환경, 전과, 범행 후의 정황 등 이 사건 양형의 조건이 되는 여러 가지 사정을 종합하여 주문과 같이 형을 정한다.","도로교통법 148조, 형법 151조 제1항, 형법 62조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조, 형의 선택
각 형법 제347조 제1항(각 사기의 점), 각 형법 제347조의2(각 컴퓨터등사용사기의
점), 각 징역형 선택
2. 경합범처리
형법 제37조 후단, 제39조 제1항
3. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
양형이유
1. 피고인에게 유리한 정상은 다음과 같다.
• 이 사건 각 범행 당시에는 초범이었다.","형법 347조, 형법 347조 제1항, 형법 37조"
"1. 범죄사실에 대한 해당법조
특정범죄 가중처벌 등에 관한 법률 제5조의11, 도로교통법 제148조의2 제1항 제1호, 제44조 제1항
1. 상상적 경합
형법 제40조, 제50조(각 특정범죄 가중처벌 등에 관한 법률위반죄 상호간)
1. 형의 선택
각 징역형 선택
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조(형이 더 무거운 판시 특정범죄가중처벌 등에 관한 법률위반죄에 정한 형에 위 두 죄의 장기형을 합산한 범위 내에서 경합범가중하되, 다만 형의 하한은 도로교통법위반죄에 정한 형의 그것에 의한다)
1. 작량감경
형법 제53조, 제55조 제1항 제3호(피해자들과 합의된 점, 심한 우울증을 앓고 있으며, 자살을 시도하려고 하던 중에 이 사건 범행을 저지른 측면이 있는 점 등 참작)
1. 집행유예
형법 제62조 제1항(위와 같은 정상 등 참작)
1. 보호관찰, 사회봉사명령 및 준법운전강의 수강명령
형법 제62조의2(피고인의 전력 등을 고려하면 피고인이 건전한 사회인으로 복귀하기 위해서는 일정기간의 사회봉사를 부과함이 상당하다.)","도로교통법 148조, 형법 37조, 형법 40조, 형법 53조, 형법 62조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조
가. 피고인 A: 성매매알선등 행위의 처벌에 관한 법률 제20조 제1항 제3호(포괄하여, 성매매광고의 점), 각 같은 법 제20조 제1항 제3호, 형법 제30조(지역 내지 담당자별로 포괄하여, 공모에 의한 성매매광고의 점), 구 청소년보호법(2012. 1. 26. 법률 제11229호로 개정되기 전의 것, 이하 같다) 제59조 제4호, 제19조 제1항(포괄하여, 청소년유해 매체물 배포의 점), 각 같은 법 제59조 제4호, 제19조 제1항, 형법 제30조(지역 내지 담당자별로 포괄하여, 공모에 의한 청소년유해 매체물 배포의 점)
나. 피고인 B: 성매매알선등 행위의 처벌에 관한 법률 제20조 제1항 제3호, 형법 제30조(포괄하여, 성매매광고의 점)
1. 상상적 경합(피고인 A)
형법 제40조, 제50조(판시 1의 가.항의 성매매알선등행위의처벌에관한법률위반죄 및 청소년보호법위반죄 상호간, 형이 더 무거운 성매매알선등행위의처벌에관한법률위반죄에 정한 형으로 처벌, 판시 1의 나. 1)항의 각 공모에 의한 성매매알선등행위의처벌에관한법률위반죄 및 청소년보호법위반죄 상호간, 형 및 범정이 가장 무거운 E과의 공모에 의한 성매매알선등행위의처벌에관한법률위반죄에 정한 형으로 처벌)
1. 형의 선택
가. 피고인 A: 각 징역형 선택
나. 피고인 B: 벌금형 선택
1. 경합범가중(피고인 A)
형법 제37조 전단, 제38조 제1항 제2호, 제50조(범정이 가장 무거운 판시 1의 가.항 성매매알선등행위의처벌에관한법률위반죄에 정한 형에 경합범가중)
1. 노역장유치(피고인 B)
형법 제70조, 제69조 제2항
1. 미결구금일수의 산입(피고인들)
각 형법 제57조
1. 집행유예(피고인 A)
형법 제62조 제1항
1. 보호관찰(피고인 A)
형법 제62조의2 제1항
1. 가납명령(피고인 B)
형사소송법 제334조 제1항
양형이유
[피고인 A]
위 피고인은 공모범행 부분에 관하여 배포용 전단지를 단순히 전달하여 주었을 뿐 특별히 관리‧감독이라고 할 만한 행동을 하지 않았다는 취지로 주장한다. 그러나 관련 증거에 의하면 위 피고인이 전임 전단지 영업부장으로부터 그 업무를 인계받은 후 부산 시내 성매매조직의 지시에 따라 대포폰을 이용하여 20명 내외의 명단과 연락처를 보관하면서 이들과 업무적인 연락을 한 사실, 전단지와 일비 전달 뿐 아니라 출근 보고를 받고 전단지 부착여부를 확인하는 업무도 수행하였으며, 일부 배포자가 적발되었음에도 수사를 회피하면서 상당한 기간 동안 범행을 계속한 사실이 인정된다. 이에 비추어 위 피고인의 죄질이 상당히 중하므로, 그에 상응하는 기간의 징역형을 선택한다.
다만 위 피고인에게 집행유예 이상의 동종전과가 없는 점, 2012. 9. 하순경부터는 전단지의 내용이 과일 등으로 변경된 점, 현재는 성매매 관련 업무를 중단하고 친누나 U이 운영하는 서울 소재 음식점에서 일하고 있으며 U도 위 피고인이 재범하지 않도록 보살피겠다고 다짐하고 있는 점 등을 고려하여 그 집행을 유예하되, 앞서 본 사정에 비추어 본 재범의 위험성을 집행유예 및 보호관찰의 기간에 각 반영하고, 위 피고인이 만성간염과 교통사고 후유증 등으로 건강상태가 좋지 않은 점을 고려하여 사회봉사명령은 덧붙이지 않기로 하여 주문과 같이 형을 정한다.
[피고인 B]
위 피고인에게 폭력‧마약류‧성폭력 등 중죄를 저지른 전력이 다수 있을 뿐 아니라, 청소년보호법위반죄로도 실형 1회, 집행유예 3회, 벌금 4회 등 합계 8회의 유죄판결이 선고된 바 있는데 그 집행유예기간 중에 다시 이 사건 범행에 이른 점, 집행유예 기간 중의 재범에 대하여 벌금형의 선처를 받은 경험이 있음에도 생계를 위하여 불가피하다는 이유로 다시 범행을 반복하다 적발된 경험이 있는 점, 성매매광고의 사회적 폐해가 크다는 점 등은 대단히 불리한 정상에 해당한다.
그러나 이 사건 범행의 경우 배포한 전단지가 종전 전과의 범죄사실과 달리 청소년유해매체물에는 해당하지 아니하였고, 달라진 전단지의 내용과 위 피고인의 경력 등에 비추어 이 사건 범행의 중대성을 과소평가한 것으로 보이는 점, 피고인이 정신분열증세 및 교통사고 후유증 등 정신적‧신체적으로 취약한 상태에서 피고인 A으로부터 밀린 일비 약 20만 원을 받아보겠다는 생각으로 생계를 위하여 이 사건 범행에 이르게 된 점, 이 사건 범행의 기간과 횟수가 비교적 중하지는 아니하며 뒤늦게나마 범행을 시인한 점 등을 고려하여 징역형보다는 벌금형을 선택하기로 하고, 앞서 본 여러 정황과 탄원서 등에 나타난 피고인의 건강상태와 가족관계 등을 벌금의 액수에 반영하기로 하여 주문과 같이 판결한다.
울 산 지 방 법 원
보호관찰기간 중 준수사항
사 건 번 호 : 2013고단1932
피 고 인 : A
판 결 내 용 : 징역 1년, 집행유예 3년, 보호관찰
피고인에게 선고된 보호관찰, 사회봉사명령․수강명령을 명하는 판결이 확정되면 10일 이내에 주소지를 관할하는 보호관찰소에 신고하여야 하고, 피고인은 보호관찰관의지도를 받으며 아래에 적힌 준수사항을 지키고 스스로 건전한 사회인이 되도록 노력하여야 합니다. 아래의 준수사항을 위반하는 때에는 구인될 수 있고, 선고유예가 실효되거나 집행유예가취소될 수 있습니다.
일반 준수사항
1. 주거지에 상주하고 생업에 종사할 것.
2. 범죄로 이어지기 쉬운 나쁜 습관을 버리고 선행을 하며 범죄를 행할 우려가 있는 자들과 교제하거나 어울리지 말 것.
3. 보호관찰관의 지도․감독 및 방문에 순응할 것.
4. 보호관찰관의 집행에 관한 지시에 따를 것
5. 주거를 이전하거나 1월 이상의 국내외 여행을 할 때에는 미리 보호관찰관에게 신고할 것.
판 사 함 윤 식","형법 30조, 형법 37조, 형법 40조, 형법 57조, 형법 62조, 형법 62조 제1항, 형법 70조, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택
가. 피고인 김○○
각 형법 제347조 제1항(사기의 점, 징역형 선택), 각 형법 제352조, 제347조 제1항(사기미수의 점, 징역형 선택)
나. 피고인 윤○○
각 형법 제347조 제1항, 제32조 제1항(사기방조의 점, 벌금형 선택), 각 형법 제352조, 제347조 제1항, 제32조 제1항(사기미수방조의 점, 벌금형 선택)
1. 방조감경(피고인 윤○○)
형법 제32조 제2항, 제55조 제1항 제6호
1. 경합범가중(피고인들)
각 형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 노역장유치(피고인 윤○○)
형법 제70조, 제69조 제2항
이상의 이유로 주문과 같이 판결한다.","형법 32조 제2항, 형법 347조 제1항, 형법 352조, 형법 37조, 형법 70조"
"1. 범죄사실에 대한 해당법조 및 형의 선택
가. 피고인 황A
각 형법 제329조(절도의 점, 징역형 선택), 각 도로교통법 제152조 제1호, 제43조(무면허운전의 점, 징역형 선택), 형법 제347조 제1항(사기의 점, 징역형 선택)
나. 피고인 김A1
각 형법 제362조 제1항(징역형 선택)
다. 피고인 최A2
각 형법 제362조 제1항, 제30조(징역형 선택)
1. 누범가중(피고인 황A)
형법 제35조
1. 경합범가중(피고인들)
각 형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 집행유예(피고인 김A1, 최A2)
각 형법 제62조 제1항","도로교통법 152조 제1호, 형법 329조, 형법 347조 제1항, 형법 35조, 형법 362조 제1항, 형법 37조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택
각 마약류 관리에 관한 법률 제60조 제1항 제2호, 제4조 제1항, 제2조 제3호 나목(각 필로폰 투약의 점, 징역형 선택), 도로교통법 제148조의2 제3항(약물섭취운전의 점, 징역형 선택), 형법 제366조(재물손괴의 점, 징역형 선택)
1. 누범가중
형법 제35조
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 몰수
마약류 관리에 관한 법률 제67조 본문
1. 추징
마약류 관리에 관한 법률 제67조 단서(1회 투약분 100,000원 × 2회)
1. 가납명령
형사소송법 제334조 제1항","도로교통법 148조, 형법 35조, 형법 366조, 형법 37조, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조
도로교통법 제148조의2 제1항 제1호, 제44조 제1항(음주운전의 점), 제152조 제1호, 제43조(무면허운전의 점), 제151조(업무상과실 재물손괴의 점), 자동차손해배상 보장법 제2항 제2호, 제8조(의무보험 미가입 차량 운행의 점), 형법 제231조(각 사문서위조의 점), 제234조(각 위조사문서행사의 점), 주민등록법 제37조 제10호(타인의 주민등록번호 부정사용의 점)
1. 상상적 경합
각 형법 제40조, 제50조[도로교통법위반(음주운전)죄와 도로교통법위반(무면허운전)죄 상호간 및 각 위조사문서행사죄 상호간]
1. 형의 선택
도로교통법위반(음주운전)죄, 자동차손해배상보장법위반죄, 각 사문서위조죄, 위조사문서행사죄, 주민등록법위반죄 각 징역형, 도로교통법위반죄 금고형 각 선택
1. 누범가중
각 형법 제35조
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제2항, 제50조
1. 작량감경
형법 제53조, 제55조 제1항 제3호
양 형 이 유
피고인에게 이미 다수의 음주운전 등 전력이 있고, 이로 인한 누범기간 중임에도 다시 음주운전과 이로부터 비롯한 이 사건 범행들에 이른 점, 이 사건 범행은 자신의 처벌을 피하고자 무단으로 타인의 인적 사항을 도용한 것으로 그 죄질이 좋지 않은 점 등을 고려할 때, 이 사건에서 실형의 선고를 피할 수는 없다. 그러나, 선고형을 정함에 있어서는 피고인은 당시 운전하였던 차량을 다시 처분하였다는 점, 중한 질병을 앓고 있는 배우자 등을 부양하고 있는 점을 고려하기로 하여 주문과 같이 형을 정한다.","도로교통법 148조, 주민등록법 37조 제10호, 형법 231조, 형법 35조, 형법 37조, 형법 40조, 형법 53조"
"1. 범죄사실에 대한 해당법조 및 형의 선택
가. 피고인들 : 각 조세범처벌법 부칙 제2조, 구 조세범처벌법(2010. 1. 1. 법률 제9919호로 전부 개정되기 전의 것) 제9조 제1항 제3호, 형법 제30조
나. 피고인 A : 조세범처벌법 제3조 제1항 본문
다. 피고인 B : 도로교통법 부칙 제5조, 구 도로교통법(2011. 6. 8. 법률 제10790호로 개정되기 전의 것) 제148조의2 제1호, 제44조 제1항(음주운전의 점), 각 특정범죄 가중처벌 등에 관한 법률 제5조의11(위험운전치상의 점)
라. 피고인 C : 각 형법 제231조(사문서위조의 점), 각 형법 제234조, 제231조(위조사문서행사의 점)
1. 상상적 경합
피고인 B, C : 각 형법 제40조, 제50조
1. 형의 선택
피고인 A, B에 대한 각 조세범처벌법위반죄에 대하여 징역형을, 피고인 C, D, E에    대한 각 조세범처벌법위반죄 및 도로교통법위반(음주운전)죄, 특정범죄가중처벌등에    관한법률위반(위험운전치사상)죄, 사문서위조죄, 위조사문서행사죄에  대하여  각 벌금형을 각 선택
1. 경합범처리
피고인 A, B, C, E : 각 형법 제37조 후단, 제39조 제1항
1. 경합범가중
피고인 A, B, C : 각 형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 노역장유치
피고인 B, C, D, E : 각 형법 제70조, 제69조 제2항
1. 집행유예
피고인 B : 형법 제62조 제1항
1. 가납명령
피고인 B, C, D, E : 각 형사소송법 제334조 제1항","조세범처벌법 3조 제1항, 형법 231조, 형법 234조, 형법 30조, 형법 37조, 형법 40조, 형법 62조 제1항, 형법 70조, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택
〇  피고인들 : 각 형법 제314조 제1항, 제313조, 제30조(업무방해의 점, 징역형 선택), 각 형법 제319조 제1항, 제30조(건조물침입의 점, 징역형 선택)
〇 피고인 A : 형법 제235조, 제225조(공문서위조미수의 점)
〇 피고인 B : 도로교통법 제152조 제1호, 제43조(무면허운전의 점, 징역형 선택)
1. 경합범가중
피고인들 : 각 형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 집행유예
피고인들 : 각 형법 제62조 제1항(아래 양형의 이유에서 보는 유리한 정상 등 참작)
1. 사회봉사명령
피고인들 : 각 형법 제62조의2 제1항
1. 몰수
피고인 A, D : 각 형법 제48조 제1항 제1호, 제2호","도로교통법 152조 제1호, 형법 235조, 형법 314조 제1항, 형법 319조 제1항, 형법 37조, 형법 48조 제1항 제1호, 형법 62조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조
○ 피고인 A : 각 형법 제129조 제1항(뇌물수수의 점, 징역형 선택), 특정범죄 가중처벌 등에 관한 법률 제3조(알선수재의 점, 징역형 선택)
○ 피고인 B : 각 형법  제129조 제1항(뇌물수수의 점, 징역형 선택), 각 특정범죄가중처벌 등에 관한 법률 제3조(알선수재의 점, 징역형 선택)
○ 피고인 C : 각 형법 제133조 제1항, 제129조, 제30조(뇌물공여의 점, 벌금형 선택)
○ 피고인 D : 각 형법 제133조 제1항, 제129조, 제30조(뇌물공여의 점, 벌금형 선택)
1. 벌금형 병과
피고인 A, B : 특정범죄 가중처벌 등에 관한 법률1) 제2조 제2항(각 뇌물수수죄에 대하여, 다만 2008. 12. 26. 이전의 범행인 피고인 A에 대한 범죄일람표 1의 제3항 부분은 제외)
1. 경합범의 처리
피고인 C, D : 형법 제37조 후단, 제39조 제1항
1. 경합범 가중
피고인들 : 형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 노역장 유치
피고인들 : 형법 제70조, 제69조 제2항
1. 추징
피고인 A, B : 형법 제134조 후문(뇌물수수죄에 대하여), 특정범죄 가중처벌 등에    관한 법률2) 제13조 후단[특정범죄가중처벌등에관한법률위반(알선수재)죄에 대하여] 1. 가납명령
피고인들 : 형사소송법 제334조 제1항","형법 129조 제1항, 형법 133조 제1항, 형법 134조, 형법 37조, 형법 70조, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택
○ 피고인 A, C : 각 형법 제227조, 제30조(허위공문서작성의 점), 각 형법 제229조, 제227조, 제30조(허위작성공문서행사의 점), 각 형법 제137조(위계공무집행방해의 점, 판시 제3항의 행위는 형법 제30조), 각 벌금형 선택
○ 피고인 B : 각 형법 제227조, 제30조(허위공문서작성의  점), 각 형법 제229조,        제227조, 제30조(허위작성공문서행사의 점), 각 벌금형 선택
○ 피고인 E, D, F, G : 각 형법 제227조(허위공문서작성의 점, 피고인 F의 판시 제8의 가.항의 행위는 형법 제30조), 각 형법 제229조, 제227조(허위작성공문서행사의 점, 피고인 F의 판시 제8의 가.항의 행위는 형법 제30조), 각 형법 제137조(위계공무집행방해의 점), 각 벌금형 선택
1. 경합범가중(피고인들)
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 노역장유치(피고인들)
형법 제70조, 제69조 제2항
1. 가납명령(피고인들)
형사소송법 제334조 제1항","형법 137조, 형법 227조, 형법 229조, 형법 30조, 형법 37조, 형법 70조, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조
각 형법 제329조(절도의 점), 각 형법 제347조 제1항(사기의 점), 형법 제355조 제1항(횡령의 점), 각 형법 제231조(사문서위조의 점), 각 형법 제234조, 제231조(위조사문서행사의 점), 각 형법 제136조 제1항(공무집행방해의 점), 각 부동산실권리자명의등기에 관한 법률 제7조 제1항, 제3조 제1항(명의신탁의 점)
1. 상상적 경합
형법 제40조, 제50조(2007. 1. 18. 각 위조사문서행사죄 상호간, 2008. 4. 1. 각 위조사문서행사죄 상호간, 각 공무집행방해죄 상호간)
1. 형의 선택
각 징역형 선택
1. 경합범처리
형법 제37조 후단, 제39조 제1항
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조","형법 136조 제1항, 형법 231조, 형법 234조, 형법 329조, 형법 347조 제1항, 형법 355조 제1항, 형법 37조, 형법 40조"
"1. 범죄사실에 대한 해당법조

도로교통법 제148조2 제1항, 제44조 제1항(음주운전의 점, 포괄하여1)), 도로교통법 제152조 제1호, 제43조(무면허운전의 점, 포괄하여2)), 각 형법 제144조 제2항, 제1항,형법 제136조 제1항(특수공무집행방해치상의 점)

1. 상상적 경합

형법 제40조, 제50조[도로교통법위반(음주운전)죄와 도로교통법위반(무면허운전)죄 상호간, 형이 더 무거운 도로교통법위반(음주운전)죄에 정한 형으로 처벌, 각 특수공무집행방해치상죄 상호간, 범정이 더 무거운 김경위에 대한 특수공무집행방해치상죄에정한 형으로 처벌]

1. 형의 선택

도로교통법위반(음주운전)죄에 대하여 징역형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조[형이 더 무거운 특수공무집행방해치상죄에 정한 형에 도로교통법위반(음주운전)죄의 장기형을 합산한 범위 내에서 경합범가중]

1. 작량감경","도로교통법 148조, 도로교통법 152조 제1호, 형법 136조 제1항, 형법 144조 제2항, 형법 37조, 형법 40조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

구 특정범죄 가중처벌 등에 관한 법률(2018. 12. 18. 법률 제15981호로 개정되기  전의 것) 제5조의11(위험운전치사의 점), 도로교통법 제148조의2 제2항 제2호, 제44조 제1항(음주운전의 점, 징역형 선택)

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조[형이 더 무거운 특정범죄가중처벌 등에관한법률위반(위험운전치사)죄에 정한 형에 위 두 죄의 장기형을 합산한 범위  내에서 경합범가중]

1. 집행유예","도로교통법 148조, 형법 37조"
