index,범죄 사실,법령의 적용
609,"1. 피고인은 2005. 11. 23.경 인천 남구 학익동에 있는 인천지방법원 민원실에서 파산 및 면책신청서와 함께 ""상속재산이 없다""는 내용의 진술서를 제출하여 위 법원으로부터 2006. 5. 12.경  파산선고를 받아 2006. 6. 14. 위  파산선고가 확정되었다. 그러나 2003. 9. 14.경 피고인의 부 C가 사망하였고 그 무렵 피고인의 가족간에 C 소유였던 "" 인천 중구 D 대지 및 주택""을 피고인이 상속하기로 협의하였으므로 피고인 소유의 상속재산이 없다는 위 기재내용은 사실이 아님에도 불구하고 피고인은 위 부동산에 대하여 자신의 명의로 소유권이전등기를 경료하지 아니하여 위 부동산의 소유관계를 불명하게 한 상태에서 피고인 소유의 상속재산이 없다는 허위 내용의 진술서를 법원에 제출하여 위 상속재산을 은닉하였다.

이로써, 채무자인 피고인은 자기의 이익을 도모하거나 채권자를 해할 목적으로 파산재단에 속하는 위 상속재산을 은닉하고 그 파산선고가 확정되었다.

2. 피고인은 2008. 8. 18. 23:00경부터 같은 날 24:00경까지 인천 중구 D에 있는 피고인의 집에서 소주 1병을 마시고, 2008. 8. 19. 08:30경부터 08:40경까지 인천 남동구에 있는 남동공단 길거리에서 캔맥주 1개를 마셔서 그 영향으로 정상적인 운전이 곤란한 상태였다.

그럼에도 불구하고, 피고인은 2008. 8. 19. 12:20경 혈중알콜농도 0.274퍼센트의 술에 취한 상태에서 위 승용차를 운전하여  인천 중구 E에  있는 'F 자동차공업사' 앞 길을(구)만석고가 방면에서 차이나타운 방면으로 편도 3차로 중 1차로를 따라 좌회전함에 있어, 전방주시의무를 게을리 한 업무상 과실로, 마침 하인천역 방면에서 (구)만석고가 방면으로 직진하던 피해자 G이 운전하는 H 카렌스 승용차의 왼쪽 앞 범퍼 부분을 피고인의 승용차 오른쪽 앞 범퍼 부분으로 들이받아 그 충격으로 인하여 피해자로 하여금 약 3주간의 치료를 요하는 경 · 요추부염좌상 등을 입게 하였다.","1. 범죄사실에 대한 해당법조

채무자회생및파산에관한법률 제650조 제1호, 특정범죄가중처벌등에관한법률 제5조의11, 도로교통법 제150조 제1호, 제44조 제1항

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 미결구금일수의 산입

형법 제57조

1. 집행유예

형법 제62조 제1항"
610,"[2009고단24]

1. 피고인 배◇○의 범행

피고인은 인터넷 신문인 ▷♠▷♠ 편집취재총괄본부장 겸 기자로 2007. 10. 25. 청주지방법원에서  공갈죄  및  도로교통법위반(무면허운전)죄  등으로  징역  8월을  선고받아2008. 2. 23. 청주교도소에서 그 형의 집행을 종료하였다.

가. 도로교통법위반(무면허운전)

피고인은 2008. 11. 6. 15:50경 충북 영동군 OO읍 OO리 ___ 앞 도로에서부터 충북보은군 OO면 OO리에 있는 청원 상주간 고속도로 청원방향 상행선 25킬로미터 지점앞  도로에  이르기까지  약  30킬로미터  구간에서  자동차운전면허  없이  피고인  소유의_________호 그랜저 승용차를 운전하였다.

나. 도로교통법위반(음주측정거부)

피고인은 위 일시, 장소에서 위와 같이 위 승용차를 운전하다가 갓길에 주차를 하고잠을 자던 중 신고를 받고 출동한 충북지방경찰청 고속도로 순찰대 제♣○지구대 소속경장 오♠▲로부터 피고인의 얼굴이 붉게 상기되고 술 냄새가 나는 등 술에 취한 상태에서 운전하였다고 인정할 만한 상당한 이유가 있어 약 30분간에 걸쳐 음주측정기에입김을 불어 넣는 방법으로 음주측정에 응할 것을 요구받았다.

그럼에도 피고인은 음주측정기에 입금을 불어넣는 것을 회피하는 등으로 정당한 사유 없이 경찰공무원의 음주측정요구에 응하지 아니하였다.

[2009고단37]

다. 공갈미수

피고인은 ▷♠▷♠로부터 아무런 고정급여도 받지 못하여 기본적인 취재 활동비 조차 마련하지 못하자, 기자 신분증을 소지하여 건설공사 현장 등 유해물질 배출업체를찾아다니면서 현장사진을 촬영한 후 인터넷신문에 보도를 한 다음 이에 겁을 먹고 있는 업체에 대하여 계속 취재를 하여 보도를 하거나 관청에 고발할 것처럼 협박하여 금원을 갈취하기로 마음먹었다.

피고인은 2008. 6. 중순경 청주시 상당구 (cid:14768)○도 39의 24에 있는 ♠○건설 주식회사♥◈◈◈◈에서 위 회사 관리차장인 피해자 이○♣ 등에게 “공사현장에서 암석이 불법으로 반출되고 있어 취재하러 왔다”고 말하고, 계속하여 2008. 7. 29. 19:00경 청주시상당구 OOO에 있는 ▦♣♣ 일식집에서 위 이○♣에게 “문제를 해결하기 위해서는 우리 회사에 광고를 하나 내주어야 한다. 광고비로 500만원을 달라”고 말하여 마치 피고인의 요구를 거절하면 자연석 반출 사실 등을 계속 기사화하거나 시청에 고발할 것처럼 겁을 주었다.

피고인은 이와 같이 피해자를 공갈하여 이에 겁을 먹은 피해자로부터 광고비 명목으로 500만원을 갈취하려 하였으나 피해자가 이에 응하지 않아 미수에 그친 것이다.

2. 피고인 오□■의 범행

피고인은 (cid:14183)☆(cid:14183)☆(cid:14183)☆보전협회 충북협회장으로 활동하면서 일정한 직업도 없어 밀렵감시단 활동비조차 마련하지 못하자, 밀렵감시단 신분증을 소지하여 건설공사 현장등 유해물질 배출업체를 찾아다니면서 현장사진을 촬영한 후 이에 겁을 먹고 있는 업체에 기사화하거나 관청에 고발할 것처럼 협박하여 금원을 갈취하기로 마음먹었다.

피고인은 2008. 5. 초순경 충북 괴산군 OO면 OO리 __에 있는 주식회사 ♥▦▦▦▦▦ 작업현장에서 위 회사 전무이사인 피해자 김▷♤에게 “비산먼지가 너무 많이 발생한다. 세륜시설을 왜 돌리지 않느냐”고 말하면서 사진촬영을 하여 겁을 준 다음, 2008.5. 초순경 청주시 상당구 OOO에 있는 ♠▲바다 횟집에서 위 김▷♤에게 “불법사실을눈감아 줄테니 1,000만원을 달라”고 말하여 마치 피고인의 요구를 거절하면 군청에 고발할 것처럼 겁을 주었다.

피고인은 이와 같이 피해자를 공갈하여 이에 겁을 먹은 피해자로부터 위법사실무마명목으로 1,000만원을 갈취하려 하였으나 피해자가 이에 응하지 않아 미수에 그쳤다.","1. 범죄사실에 대한 해당법조 및 형의 선택

가. 피고인 배◇○

도로교통법 제150조 제2호, 제44조 제2항(음주측정거부의 점), 같은 법 제152조 제1호, 제43조(무면허 운전의 점), 형법 제352조, 제350조 제1항(공갈미수의 점), 각 징역형 선택

나. 피고인 오□■

형법 제352조, 제350조 제1항, 징역형 선택

1. 누범가중(피고인 배◇○)

형법 제35조

1. 경합범가중(피고인 배◇○)

형법 제37조 전단, 제38조 제1항 제2호, 제50조, 제42조 단서

1. 미결구금일수의 산입(피고인 배◇○)

형법 제57조"
611,"피고인은 03로0000호 소렌토 승용차의 운전자로서 회사원인바,

2007. 1. 27. 04:30경 서울 강서구 화곡3동 1049의 34 앞 도로를 술을 마신 상태에서 운전 중 술 냄새가 나고 비틀거리며 얼굴에 홍조를 띠는 등 술에 취한 상태에서 운전하였다고 인정할 만한 상당한 이유가 있어 강서경찰서 소속 경사 000로부터 약 20분에 걸쳐 음주측정기에 입김을 불어넣는 방법으로 음주측정에 응할 것을 요구받고도 음주측정기에 입김을 불어넣는 시늉만 하고 흡입구를 혀로 막는 등의 방법으로 이를 회피하여 정당한 사유 없이 경찰공무원의 음주측정 요구에 응하지 아니하였다.","1. 범죄사실에 대한 적용법조

도로교통법 제150조 제2호, 제44조 제2항(징역형 선택)

1. 미결 구금일수의 산입

형법 제57조"
612,"피고인은, 사실은 자신이 술을 마시고 자동차운전면허 없이 2006. 3. 7. 01:10경 부산영도구 청학동에 있는 청학지구대 앞길에서부터 같은 구 동삼동에 있는 a아파트 까지 승용차를 운전하였음에도 불구하고, 과거 무면허 운전 경력이 많아 가중 처벌받게 될 우려가 있자 당시 피고인의 차량에 동승하였던 B의 아들 C가 위 차량을 운전하였다고 허위 증언시키기로 마음먹고,

2006. 8.경 부산 영도구 청학동에 있는 b레스토랑에서 위 C에게 “내가 음주운전을 하다가 경찰에 음주운전으로 적발되어 조사를 받았는데, 네가 운전했다고 증언해 주기만 하면 아무 문제도 없어진다. 법정에서 증언을 좀 해 달라.”고 부탁하여 위 C로 하여금 허위 증언할 것을 결의하게 하고 2006. 8. 24. 14:00경 부산 연제구 거제동에 있는 부산지방법원 법정에서 열린 피고인의 2006고정Ⅱ 도로교통법위반(무면허운전) 사건 공판과정 중 “증인이 직접 피고인 A의 차량을 운전하여 a아파트까지 갔고, 증인이 위 아파트에 와 있던 대리운전기사에게 대리비를 주었다.”라는 내용으로 허위의 증언을 하게 하여 위증을 교사하였다.","1. 범죄사실에 대한 해당법조 및 형의 선택

형법 제152조 제1항, 제31조 제1항(징역형 선택)

2. 미결구금일수의 산입

형법 제57조

3. 집행유예

형법 제62조 제1항

4. 사회봉사명령

형법 제62조의2"
613,"피고인은 2007. 12. 18. 14:20경 부산 해운대구 내곡1길 37에 있는 부산지방법원동부지원 제304호 법정에서 위 법원 2007고정1858호 피고인 B에 대한 도로교통법위반(음주운전) 등 사건의 증인으로 출석하여 선서하였다.

피고인은 위 사건을 심리 중인 위 법원 형사 제1단독 판사 김종호에게 “B의 얼굴은 그전부터 알고 있었지만 C의 부탁으로 차를 대신 운전해 주면서 처음 알게 되었다. 2007. 5. 1.경 송정해수욕장 근처에 있는 식당 앞에서 B가 살고 있는 빌라까지 B 대신 B의 승용차를 운전해주었다.”라는 취지로 증언하였다. 그러나 사실은 피고인은 B와 그 전부터 이미 여러 번 통화를 하여 잘 아는 사이였고, 2007. 5. 1.경 B의 승용차를 대신 운전해 준 사실이 없었다.

이로써 피고인은 자신의 기억에 반하는 허위의 진술을 하여 위증하였다.","1. 범죄사실에 대한 해당법조 및 형의 선택

포괄하여 형법 제152조 제1항(징역형 선택)

2. 미결구금일수의 산입

형법 제57조"
614,"피고인은 2007. 8. 27. “2007. 5. 1. 17:00경 부산 해운대구 식당에서 같은 동 빌라 앞 길까지 약 800m를 혈중알콜농도 0.126%의 음주상태에서 피고인 소유의 스포티지 승용차를 운전하고, 위 빌라 앞 도로상에 주차된 피해자 V 소유의 티코 승용차의 조수석 앞부분을 피고인 소유의 차량 좌측 앞 범퍼로 충격하여, 앞 범퍼 파손수리비 등 259,000원 상당의 재물을 손괴하였다”는 공소사실로 약식기소되었고, 위와 같은 공소사실은 모두 사실에 부합하는 것이었다.

그럼에도 불구하고, 피고인은 같은 해 10. 29.경 정식재판을 청구한 뒤 평소 알고 지내던 B, C에게 위 사건 당시 피고인의 승용차를 운전한 것이 피고인이 아니라 위 B였던 것처럼 위증을 하도록 하여 처벌을 면하기로 계획하였다.

이에 피고인은 위 B, C에게 법정에서 허위의 증언을 해달라고 부탁하여 승낙을 받아, 위 B, C로 하여금 허위 증언을 할 것을 결의하게 하였다.

피고인의 부탁을 받은 위 B, C는 2007. 12. 18. 14:20경 부산 해운대구 내곡1길 37에 있는 부산지방법원 동부지원 304호 법정에서 위 법원 2007고정1858호 피고인에 대한도로교통법위반(음주운전) 등 사건의 각 증인으로 출석하여 선서한 다음, 위 B는 “2007. 5. 1.경 송정해수욕장 근처에 있는 식당 앞에서 피고인이 살고 있는 빌라까지 피고인 대신 피고인의 승용차를 운전해주었다”는 취지로, 위 C는 위 B의 증언 취지와 같이 “당시 B가 피고인의 승용차를 대신 운전해 주었다”는 취지로 각 증언하여 위증하였다.

이로써 피고인은 B, C로 하여금 자신의 기억에 반하는 허위의 증언을 하도록 하여 각 위증을 교사하였다.","1. 범죄사실에 대한 해당법조 및 형의 선택

각 형법 제152조 제1항, 제31조 제1항(각 징역형 선택)

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 미결구금일수의 산입

형법 제57조"
615,"피고인은 2009. 4. 6. 부산지방법원에서 도로교통법위반(음주운전)죄로 징역 4월에 집행유예 1년을 선고받고 2009. 4. 14. 위 판결이 확정되어 현재 그 유예기간 중에 있다.

1. 위증교사

피고인은 2008. 5. 7. 02:15경 부산 사하구 장림1동 ○에서 주먹으로 택시기사인 이 C의 얼굴 부위를 수회 때려 이C에게 상해를 가한 사실로 부산지방법원 2008고정6820호 상해 사건으로 재판을 받고 있었다.

피고인은 위 재판에서 유리한 판결을 받고자 2009. 2. 25. 22:39경 자신의 휴대폰(×-×-×)으로 당시 일행이자 태권도 사범 후배인 김C1의 휴대폰(××-××-××)에 전화하여 김C1에게 탄원서 작성을 부탁하면서 자신이 당시 이C을 때리지는 않고 멱살잡이만 하였고 멱살잡이하는 것을 김C1이 중간에 들어가 말렸다는 식으로 쓰면 된다고 말한 후 “증인으로 얘기를 해놓았으니 니가 한 번 나와서 증언을 해줘야겠다”라고 증언을 부탁하고, 2009. 5. 8. 부산 사하구 장림2동에 있는 극동정림아파트 입구에서 자신의 차량에 김C1을 태운 후 위 법원으로 가면서 재차 김C1에게 탄원서에 쓴 내용대로 증언하면 된다고 말하여 김C1로 하여금 위증할 것을 마음먹게 하였다.

이로써 피고인은 김C1로 하여금 2009. 5. 8. 16:00경 부산 연제구 미남로에 있는 부산지방법원 제353호 법정에서 피고인이 당시 이C을 때리지 않았고 멱살잡이만 하였다는 취지로 증언하게 하여 위증을 교사하였다.

2. 주민등록법위반

피고인은 2008. 5. 7. 02:20경 부산시 사하구 장림1동에 있는 장림1동 치안센터에서, 제1항 기재와 같은 상해 사건으로 현행범 체포되어 피고인의 인적사항을 고지하여야 하자 사하경찰서 신평지구대 소속 경사 서C2에서 피고인의 친형인 서C3의 이름과 주민등록번호를 자신의 인적사항인 것처럼 고지함으로써 서C3의 주민등록번호를 부정하게 사용하였다.","1. 범죄사실에 대한 해당법조

형법 제152조 제1항, 제31조 제1항(위증교사의 점, 징역형 선택), 구 주민등록법(2009. 4. 1. 법률 제9574호로 개정되기 전의 것) 제37조 제9호(주민등록번호 부정사용의 점, 벌금형 선택)

1. 경합범 처리

형법 제37조 후단, 제39조 제1항{판결이 확정된 도로교통법위반(음주운전)죄와 주민등록법위반죄 상호간}

1. 노역장유치

형법 제70조, 제69조 제2항

이상의 이유로 주문과 같이 판결한다."
616,"피고인은 경북00구0000호 포터 화물차를 자동차운전면허 없이,

1.  2005.  11.  17.  20:00경  혈중알콜농도 0.182%의 술에  취한 상태에서  경산시 중방동  소재 몰마트 앞 노상에서 같은 시 삼북동 소재 동원상회 앞 노상까지,

2.  2006.  3.  5.  21:55경  혈중알콜농도 0.106%의  술에 취한  상태에서 경산시  옥산동 소재

공소외 최00의 집 앞길에서 같은 시 중방동 소재 공원교 앞길까지 약 3㎞를

각 운전하였다.","1.  범죄사실에 대한 해당법조

도로교통법 제107조의2  제1호,  제41조 제1항,  제109조 제1호,  제40조 제1항

1.  상상적 경합 :  형법 제40조,  제50조

1.  경합범 가중 :  형법 제37조 전단,  제38조 제1항 제2호,  제50조"
617,"피고인은

1. 2003. 11. 12. 00:53경 대전 서구 B아파트 후문 앞 도로에서 대전 유성구 죽동 소재 죽동삼거리 앞 도로까지 약 3km를 혈중알콜농도 0.066%의 술에 취한 상태로 (차량번호 1 생략) 뉴이에프쏘나타 승용차를 운전하고,

2. 행사할 목적으로,

위와 같은 일시 장소에서 음주운전 단속 중인 대전둔산경찰서 C계 경장 D가 피고인의 진술에 기초하여 E의 주소, 주민등록번호 등을 기재하여 제시한 주취운전자 적발보고서, 주취운전자정황진술보고서, 자술서 용지에 볼펜을 사용하여 ""E""이라고 서명하여 사실증명에 관한 사문서인 위 E 명의의 주취운전자 적발보고서, 주취운전자 정황진술보고서, 자술서 각 1매를 위조하고,

3. 즉석에서 그 정을 모르는 대전둔산경찰서 C계 경장 D에게 위와 같이 위조된 주취운전자 적발보고서, 주취운전자 정황진술보고서, 자술서를 마치  진정한 것인 양 각각 교부하여 이를 각 행사하였다.","1. 범죄사실에 대한 해당 법조

형법 제231조, 제234조, 도로교통법 제107조의 2 제1호, 제41조 제1항

1. 경합범 가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 노역장 유치

형법 제70조, 제69조 제2항

1. 미결구금일수 산입

형법 제57조"
618,"피고인은,

1.  2005.  11.  5.  01:40경 자동차운전면허 없이,  혈중알콜농도 0.134%의 술에 취한 상태로 대구 서구 내당동  소재 골든하이츠빌라 앞에서부터 같은 동 1006-56  피고인의 집  앞까지 대구3로1857호 프린스 승용차를 운전하고,

2.  그  때  피고인의  집  앞에서,  피고인이  위  골든하이츠빌라  입구의  시멘트  포장공사를 한  자리에  차량통행  방지  목적으로  세워져  있던  차단시설물을  치우고  위  승용차를  운전하여 피고인의 집 앞까지 진행한 것에 대하여 항의하는 위 빌라 입주자인 피해자 신00와  말다툼을  하던  중  화가  나  피해자의  목  부위를  밀쳐  피해자에게  약  10일간의  치료를 요하는 좌측 흉벽 좌상 등을 가하였다.","1.  범죄사실에 대한 해당법조

도로교통법  제107조의2  제1호,  제41조  제1항,  제109조  제1호,  제40조  제1항,  형법  제257조 제1항

1.  상상적 경합

형법 제40조,  제50조

1.  경합범 가중

형법 제37조 전단,  제38조 제1항 제2호,  제50조

1.  노역장 유치

형법 제70조,  제69조 제2항"
619,"피고인은  2004.  9.  26.  07:10경  혈중알콜농도  0.283%의  술에  취한  상태에서  대구00나0000호  승용차를  자동차  운전면허  없이,  대구  남구  대명동  소재  옛날콩국  앞  도로를 명덕네거리  쪽에서  계대네거리  쪽으로  진행함에  있어  전방주시  및  안전운전의무를  게을리  한  채  그대로  진행한  업무상  과실로  신호대기  중인  피해자  박00(45세)  운전의  대구00바0000호 택시의 뒷범퍼 부분을 위 승용차의 앞 범퍼부분으로 들이받아 그 충격으로 피해자로 하여금 약 2주간의 치료를 요하는 경추부 염좌등의 상해를 입게 하였다.","1.  범죄사실에 대한 해당법조

교통사고처리특례법  제3조  제1항,  제2항  단서  제7호,  제8호,  형법  제268조(판시  업무상과실치상의  점),  도로교통법  제107조의2  제1호,  제41조  제1항(판시  음주운전의  점), 제109조 제1호,  제40조 제1항(판시 무면허운전의 점)

1.  상상적 경합 :  형법 제40조,  제50조(판시 각 도로교통법위반죄 사이,  형이 더 무거운 판시 음주운전으로 인한 위 죄에 정한 형으로 처벌)

1.  경합범 가중 :  형법 제37조 전단,  제38조 제1항 제2호,  제2항,  제50조(두 죄의 장기형을 합산한 범위 내에서 가중)

1.  미결구금일수 산입 :  형법 제57조"
620,"피고인은

1. 2003. 12. 14. 21:25경 혈중알코올농도 0.199%의 술에 취한 상태로 양산시 원동면 신촌리 소재 상호 불상의 가게 앞 노상에서 

        (차량등록번호 생략) 와이드봉고 화물차를 운전하여 같은 면 남곡리 천태산 고개까지 약 4㎞의 거리를 진행하고,

2. 2004. 1. 22. 00:10경 양산시 원동면 원리 소재 양산경찰서 서부지구대에서 피고인의 혈색, 보행상태 등 술에 취한 상태로 운전하였다고 볼 만한 상당한 이유가 있어 위 지구대 소속 경찰관 안행준으로부터 3회에 걸쳐 음주측정을 요구받고도 정당한 이유 없이 이에 응하지 아니하고,

3. 같은 일시, 장소에서 피해자인 위 안행준(34세)으로부터 계속하여 음주측정을 요구받자 이에 화가 나 피해자의 입술 부위를 이마로 1회 들이받아 피해자에게 약 1주간의 치료를 요하는 안면부타박상 등의 상해를 가함과 동시에 경찰관의 음주단속에 관한 정당한 직무집행을 방해하였다.","1. 범죄사실에 대한 해당법조

폭력행위등처벌에관한법률 제2조 제2항, 

        제1항, 

        형법 제257조 제1항, 

        제136조 제1항, 

        도로교통법 제107조의2 제1호, 

        제2호, 

        제41조 제1항, 

        제2항

1. 상상적 경합

형법 제40조, 

        제50조

1. 형의 선택

징역형 선택

1. 경합범 가중

형법 제37조 전단, 

        제38조 제1항 제2호, 

        제2항, 

        제50조, 

        제42조 단서

1. 미결구금일수 산입

형법 제57조

1. 집행유예

형법 제62조 제1항(합의하였고, 피해 경미하며, 뉘우치고 있고, 처와 두 자녀를 부양하고 있는 점 및 범행 경위와 구금일수, 연령, 성행, 직업, 재산의 정도, 가족, 환경 등 참작)

1. 보호관찰

형법 제62조의2 제1항, 

        제2항 본문

1. 사회봉사명령 및 수강명령

형법 제62조의2 제1항, 

        보호관찰등에관한법률 제59조"
621,"① 우리 형법상 자신에 대한 수사 과정에서 허위의 진술을 하거나 허위의 증거자료를 제출한다고 할지라도 이를 위계에 의한 공무집행방해죄로 처벌할 수는 없고, 피고인 자신을 위해 증거를 인멸한 행위가 동시에 다른 공범자의 형사사건 등에 관한 증거를 인멸한 결과로 되는 경우 증거인멸죄가 성립되지 않으며(

        대법원 1995. 9. 29. 선고 94도2608 판결 참조. 법무부에서는 이를 처벌의 공백으로 보아 처벌조항을 신설하는 내용의 형사법개정안을 마련 중이다.), ② 수사기관에서 작성되는 피의자신문조서의 말미에는 ""위의 조서를 진술자에게 열람하게 하였던바 진술한 대로 오기나 증감·변경할 것이 전혀 없다고 말하므로 간인한 후 서명무인하게 하다.""고 부동문자로 기재되고, 이어서 피의자가 서명무인하게 되어 있는바, 이 부분만을 따로 피의자의 의사가 담긴 사문서에 해당한다고 보아 위 피의자신문조서를 공사병존(公私竝存) 문서로 해석하여 타인의 성명을 모용하여 피의자로서 조사받은 범인을 사문서위조 및 그 행사죄로 처벌할 수는 없을 것인바, 이 부분 공소사실에서 든 서류의 성격을 위 피의자신문조서의 그것과 달리 볼 것은 아니고, ③ 피고인의 이러한 행위를, 범인이 자신을 위하여 타인으로 하여금 허위의 자백을 하게 하여 범인도피죄를 범하게 하는 범인도피 교사행위나 자기의 형사사건에 관한 증거를 인멸하기 위하여 타인을 교사하여 죄를 범하게 하는 증거인멸 교사행위 등과 같이 타인으로 하여금 새로운 위법행위를 저지르게 하는 것으로서 비난가능성이 높다거나, 방어권의 남용에 해당한다고 보기도 어려우-며, ④ 이와 같은 처벌은 피의자가 자신에 대한 수사과정에서 자신이 죄를 저질렀음을 인정할 의무가 있고 이를 위반하였음을 전제로 할 수밖에 없는데, 이는 무엇보다도 자기부죄(自己負罪) 거절의 권리를 인정하고 있는 

        헌법 제12조 제2항, 

        형사소송법 제289조, 

        제200조 제2항의 입법취지나 목적에 반하기 때문이다(

        헌법재판소 1990. 8. 27. 선고 89헌가118 결정 참조).

3. 결 론

그렇다면 이 부분 공소사실에서 말하는 확인서, 주취운전자정황보고서의 운전자란, 주취운전자 적발보고서의 운전자란은 사문서위조와 그 행사죄에서 정한 사문서에 해당한다고 할 수 없고, 따라서 결국 이 부분 공소사실은 결국 죄가 되지 아니하는 경우에 해당하므로 

        형사소송법 제325조 전단에 의하여 무죄를 선고한다.","1. 범죄사실에 대한 해당법조

형법 제347조 제1항, 

        형법 제360조 제1항, 

        도로교통법 제107조의2 제1호, 

        제41조 제1항, 

        도로교통법 제109조 제1호, 

        제40조 제1항, 

        형법 제230조, 

        특정범죄가중처벌등에관한법률 제5조의4 제1항, 

        형법 제329조

2. 누범 가중

형법 제35조, 

        제42조 단서

3. 경합범 가중

형법 제37조 전단, 

        제38조 제1항 제2호, 

        제50조

4. 작량감경

형법 제53조, 

        제55조 제1항 제3호 (반성, 경위 등)

5. 미결구금일수 산입

형법 제57조

무죄부분

1. 이 부분 공소사실의 요지"
622,"피고인은,

2005. 11. 16. 05:10경 서울 양천구 목동 925 소재 서울양천경찰서 교통센터에서, 같은 동 406-206 소재 목동숯불갈비 앞길에서부터 같은 동 915 소재 목동공영주차장까지 약 100m를 술에 취하여 음주운전 하였다고 인정할 만한 상당한 이유가 있어, 같은 경찰서 소속 경사 000으로부터 같은 날 05:10경, 05:20경, 05:30경 세 차례에 걸쳐 음주측정요구를 받고도 정당한 사유 없이 경찰공무원의 음주측정요구에 응하지 아니하였다.","1. 범죄사실에 대한 적용법조

구 도로교통법(2005. 5. 31. 법률 제7545호로 전문개정되기 전의 것) 제107조의2 제2호, 제41조 제2항 (벌금형 선택)

1. 노역장 유치

형법 제70조, 제69조 제2항

1. 판결선고전 구금일수의 산입

형법 제57조

1. 선고유예

형법 제59조 제1항(피고인을 벌금 1,000,000원에 처하고, 피고인이 위 벌금을 납입하지 아니하는 경우 금 50,000원을 1일로 환산한 기간 피고인을 노역장에 유치하고, 이 판결선고 전의 구금일수 1일을 위 벌금에 관한 노역장유치기간에 산입할 것이나, 아래 양형의 이유에서 설시한 사유로 개전의 정상이 현저하므로 위 형의 선고를 유예한다.)"
623,"따라서 피고인은 차량 운전자로서 업무상 주의의무를 위반하지 않았고, 설령 주의의무 위반이 있다고 하더라도 그러한 의무위반과 사고 발생은 상당인과관계가 없다.

2. 배심원 평결결과

○ 유죄: 5명

○ 무죄: 2명","1. 범죄사실에 대한 해당법조 및 형의 선택

특정범죄  가중처벌 등에 관한 법률 제5조의13 제2호, 교통사고처리 특례법  제3조    제1항, 형법 제268조(징역형 선택)

1. 집행유예

형법 제62조 제1항

1. 사회봉사명령

형법 제62조의2"
624,"피고인은 58주****호 싼타페 승용차의 운전업무에 종사하는 사람이다.

피고인은 2023. 4. 6. 13:56경 위 승용차를 운전하여 양산시 ○○2길○○에 있는 ○○초등학교 앞 편도 1차로의 도로를 'B아파트' 방향에서 초등학교 정문 방향으로 진행하게 되었다.

그곳은 어린이보호구역으로 지정된 도로이면서 횡단보도가 설치되어 있었으므로 이러한 경우 자동차 운전업무에 종사하는 사람에게는 어린이의 안전에 유의하면서 운전하고 횡단보도 전 일시정지를 하여 어린이나 보행자의 통행을 확인하고 운전하여야 할 주의의무가 있었다.

그럼에도 피고인은 이를 소홀히 한 채 횡단보도 전 일시정지를 하지 아니하고 진행한 과실로 마침 피고인의 진행방향 왼쪽에서 오른쪽으로 횡단보도를 건너던 피해아동 권○민(남, 7세)을 승용차의 앞부분으로 충격하고 이로 인하여 바닥에 넘어진 피해아동의 오른쪽 발목을 승용차의 왼쪽 앞바퀴로 역과하였다.

결국 피고인은 위와 같은 업무상 과실로 피해아동에게 약 4주간의 치료가 필요한 발목 및 발의 3도 화상, 발목 및 발의 심재성 2도 화상 등의 상해를 입게 하였다.","1. 범죄사실에 대한 해당법조 및 형의 선택

특정범죄 가중처벌 등에 관한 법률 제5조의13 제2호, 교통사고처리 특례법  제3조    제1항, 형법 제268조, 징역형 선택

1. 정상참작감경

형법 제53조, 제55조 제1항 제3호"
625,"피고인은 경기광명 파○○○○호 오토바이의 운전업무에 종사하는 사람이다.

피고인은 2023. 3. 20. 16:05경 위 오토바이를 운전하여 울산 중구 ○○로 ○○○ 앞B입구삼거리를 중구청사거리 방면에서 복산사거리 방향으로 진행하게 되었다.

그곳은 신호등이 설치되어 있는 교차로로서 횡단보도가 있고 어린이를 보호하기 위하여 주변 도로를 어린이보호구역으로 지정한 곳으로, 이러한 경우 자동차의 운전업무에 종사하는 사람에게는 어린이보호구역에서의 조치와 신호를 준수하고 전방 및 좌우를 잘 살피며 어린이의 안전에 유의하면서 운전하여 사고를 미리 방지하여야 할 주의의무가 있다.

그럼에도 불구하고 피고인은 이를 게을리 한 채 신호를 위반하여 진행한 과실로, 때 마침 피고인의 진행 방향 우측에서 좌측으로 보행자 녹색신호에 따라 횡단보도를 건너던 피해자 박○원(남, 10세)을 피고인이 운전하는 오토바이 앞부분으로 들이받았다.

결국 피고인은 위와 같은 업무상의 과실로 피해자에게 약 7주간의 치료를 요하는 좌 원위 척골 간부 골절 등의 상해를 입게 하였다.","1. 범죄사실에 대한 해당법조 및 형의 선택

특정범죄  가중처벌 등에  관한 법률 제5조의13 제2호, 교통사고처리 특례법  제3조    제1항, 형법 제268조, 징역형 선택

1. 집행유예"
